Route,Tables,Build,Status
/store/sam-gov-assistant/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/trial/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/trial/convert/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/licensing/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/licensing/checkout/[slug]/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/cart/page.tsx,cart_items,Marketing,✅ DB_ONLY
/store/deployment/page.tsx,deployment_options,Marketing,✅ DB_ONLY
/store/demos/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/guides/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/guides/capital-readiness/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/guides/capital-readiness/slides/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/guides/capital-readiness/enterprise/page.tsx,products,Marketing,✅ DB_ONLY
/store/guides/licensing/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/dev-studio/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/subscriptions/page.tsx,store_subscription_pricing;store_subscriptions,Marketing,✅ DB_ONLY
/store/demo/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/demo/instructor/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/demo/admin/page.tsx,,Admin,⚠️ PARTIAL_DB
/store/demo/employer/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/demo/institutional/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/demo/enterprise/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/demo/student/page.tsx,,LMS,⚠️ PARTIAL_DB
/store/beauty-programs/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/ai-team/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/integrations/page.tsx,integrations,Marketing,✅ DB_ONLY
/store/compliance/page.tsx,documents,Marketing,✅ DB_ONLY
/store/compliance/wcag/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/compliance/ferpa/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/compliance/wioa/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/compliance/grant-reporting/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/course-builder/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/add-ons/page.tsx,products,Marketing,✅ DB_ONLY
/store/add-ons/agency-template-autofill/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/add-ons/community-hub/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/add-ons/community-hub/checkout/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/add-ons/workforce-grant-operations-hub/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/add-ons/proposal-writing-assistant/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/add-ons/grant-contract-suite/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/add-ons/analytics-pro/page.tsx,products,Marketing,✅ DB_ONLY
/store/add-ons/analytics-pro/checkout/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/add-ons/compliance-automation/page.tsx,products,Marketing,✅ DB_ONLY
/store/add-ons/compliance-automation/checkout/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/add-ons/compliance-signature-automation/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/ai-studio/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/testing/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/apps/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/apps/sam-gov/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/apps/grants/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/apps/website-builder/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/plans/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/workflow-studio/page.tsx,,Marketing,⚠️ PARTIAL_DB
/store/white-label/page.tsx,,Marketing,⚠️ PARTIAL_DB
/accessibility/page.tsx,,Marketing,⚠️ PARTIAL_DB
/accessibility/accessibility/page.tsx,,Marketing,⚠️ PARTIAL_DB
/for-partners/page.tsx,,Marketing,⚠️ PARTIAL_DB
/workone-partner-packet/page.tsx,,Marketing,⚠️ PARTIAL_DB
/orientation/page.tsx,,Marketing,⚠️ PARTIAL_DB
/orientation/schedule/page.tsx,,Marketing,⚠️ PARTIAL_DB
/orientation/competency-test/page.tsx,,Marketing,⚠️ PARTIAL_DB
/(partner)/partners/admin/placements/page.tsx,apprentice_placements,Admin,✅ DB_ONLY
/(partner)/partners/admin/shops/page.tsx,shops,Admin,✅ DB_ONLY
/contracts/page.tsx,,Marketing,⚠️ PARTIAL_DB
/contracts/branding-addendum/page.tsx,,Marketing,⚠️ PARTIAL_DB
/contracts/workforce-mou/page.tsx,,Marketing,⚠️ PARTIAL_DB
/contracts/data-sharing/page.tsx,,Marketing,⚠️ PARTIAL_DB
/contracts/master-license/page.tsx,,Marketing,⚠️ PARTIAL_DB
/contracts/employer-agreement/page.tsx,,Marketing,⚠️ PARTIAL_DB
/enrollment/page.tsx,,Marketing,⚠️ PARTIAL_DB
/enrollment/orientation/page.tsx,program_enrollments,Marketing,✅ DB_ONLY
/enrollment/documents/page.tsx,program_enrollments,Marketing,✅ DB_ONLY
/enrollment/confirmed/page.tsx,program_enrollments,Marketing,✅ DB_ONLY
/launch/page.tsx,,Marketing,⚠️ PARTIAL_DB
/wioa-participant/page.tsx,,Marketing,⚠️ PARTIAL_DB
/federal-compliance/page.tsx,,Marketing,⚠️ PARTIAL_DB
/trust/page.tsx,,Marketing,⚠️ PARTIAL_DB
/certiport-exam/page.tsx,,Marketing,⚠️ PARTIAL_DB
/certiport-exam/certiport-exam/page.tsx,certiport_exam_requests;program_enrollments,Marketing,✅ DB_ONLY
/demo/page.tsx,,Marketing,⚠️ PARTIAL_DB
/dashboard/page.tsx,profiles,Marketing,✅ DB_ONLY
/employer/page.tsx,,Marketing,⚠️ PARTIAL_DB
/employer/[...path]/page.tsx,,Marketing,⚠️ PARTIAL_DB
/employer/placements/page.tsx,job_placements;profiles,Marketing,✅ DB_ONLY
/employer/register/page.tsx,,Marketing,⚠️ PARTIAL_DB
/employer/jobs/page.tsx,job_postings;profiles,Marketing,✅ DB_ONLY
/employer/shop/create/page.tsx,shop_staff,Marketing,✅ DB_ONLY
/employer/hours/page.tsx,hour_entries,Marketing,✅ DB_ONLY
/employer/apprenticeships/page.tsx,apprenticeship_enrollments;apprenticeships,Marketing,✅ DB_ONLY
/employer/reports/page.tsx,applications;job_placements;jobs,Marketing,✅ DB_ONLY
/employer/reports/submit/page.tsx,applications;job_placements,Marketing,✅ DB_ONLY
/employer/verification/page.tsx,,Marketing,⚠️ PARTIAL_DB
/employer/programs/[id]/page.tsx,programs,Marketing,✅ DB_ONLY
/employer/dashboard/page.tsx,apprenticeships;job_applications;job_postings;profiles,Marketing,✅ DB_ONLY
/employer/compliance/page.tsx,,Marketing,⚠️ PARTIAL_DB
/employer/post-job/page.tsx,,Marketing,⚠️ PARTIAL_DB
/employer/settings/page.tsx,employers;profiles,Marketing,✅ DB_ONLY
/employer/documents/page.tsx,document_requirements;documents,Marketing,✅ DB_ONLY
/employer/documents/upload/page.tsx,,Marketing,⚠️ PARTIAL_DB
/employer/candidates/page.tsx,profiles;program_enrollments,Marketing,✅ DB_ONLY
/employer/apprentices/page.tsx,,Marketing,⚠️ PARTIAL_DB
/employer/analytics/page.tsx,job_applications;job_postings,Marketing,✅ DB_ONLY
/employer/company/page.tsx,apprenticeships;employers;job_applications;job_postings;profiles,Marketing,✅ DB_ONLY
/employer/postings/page.tsx,job_postings,Marketing,✅ DB_ONLY
/employer/postings/[id]/page.tsx,job_applications;job_postings,Marketing,✅ DB_ONLY
/employer/postings/[id]/edit/page.tsx,job_postings,Marketing,✅ DB_ONLY
/employer/applications/page.tsx,job_applications;job_postings,Marketing,✅ DB_ONLY
/employer/opportunities/page.tsx,job_opportunities,Marketing,✅ DB_ONLY
/employer/wotc/page.tsx,job_applications;job_postings,Marketing,✅ DB_ONLY
/portal/plumbing/page.tsx,,Marketing,⚠️ PARTIAL_DB
/portal/esthetician/page.tsx,,Marketing,⚠️ PARTIAL_DB
/portal/cosmetology/page.tsx,,Marketing,⚠️ PARTIAL_DB
/portal/nail-technician/page.tsx,,Marketing,⚠️ PARTIAL_DB
/portal/electrical/page.tsx,,Marketing,⚠️ PARTIAL_DB
/portal/culinary/page.tsx,,Marketing,⚠️ PARTIAL_DB
/portal/[portalKey]/page.tsx,lesson_progress;profiles;program_completion_certificates;program_enrollments,Marketing,✅ DB_ONLY
/portal/barber/page.tsx,,Marketing,⚠️ PARTIAL_DB
/success-stories/page.tsx,,Marketing,⚠️ PARTIAL_DB
/success-stories/success-stories/page.tsx,program_completion_certificates;program_enrollments,Marketing,✅ DB_ONLY
/careers/page.tsx,,Marketing,⚠️ PARTIAL_DB
/careers/jobs/page.tsx,,Marketing,⚠️ PARTIAL_DB
/careers/careers/page.tsx,job_postings;programs,Marketing,✅ DB_ONLY
/careers/careers/[id]/page.tsx,job_applications,Marketing,✅ DB_ONLY
/careers/careers/assessment/page.tsx,,Marketing,⚠️ PARTIAL_DB
/careers/assessment/page.tsx,,Marketing,⚠️ PARTIAL_DB
/case-manager/page.tsx,,Marketing,⚠️ PARTIAL_DB
/case-manager/[...path]/page.tsx,,Marketing,⚠️ PARTIAL_DB
/case-manager/placements/page.tsx,placement_records,Marketing,✅ DB_ONLY
/case-manager/hours/page.tsx,,Marketing,⚠️ PARTIAL_DB
/case-manager/reports/wioa/page.tsx,applications;case_manager_assignments;placement_records;profiles;wioa_participant_records;wioa_participants,Marketing,✅ DB_ONLY
/case-manager/dashboard/page.tsx,case_manager_assignments;learner_credentials;placement_records;profiles;program_enrollments,Marketing,✅ DB_ONLY
/case-manager/candidates/page.tsx,profiles;program_enrollments,Marketing,✅ DB_ONLY
/case-manager/analytics/page.tsx,job_applications;job_postings,Marketing,✅ DB_ONLY
/case-manager/applications/page.tsx,job_applications;job_postings,Marketing,✅ DB_ONLY
/case-manager/participants/page.tsx,applications;case_manager_assignments;profiles;program_enrollments,Marketing,✅ DB_ONLY
/case-manager/participants/[id]/page.tsx,applications;case_manager_assignments;credentials;placement_records;profiles;program_enrollments;wioa_participants,Marketing,✅ DB_ONLY
/philanthropy/page.tsx,,Marketing,⚠️ PARTIAL_DB
/apply/page.tsx,programs,Marketing,✅ DB_ONLY
/apply/status/page.tsx,,Marketing,⚠️ PARTIAL_DB
/apply/program-holder/page.tsx,site_settings,Marketing,✅ DB_ONLY
/apply/program-holder/confirmation/page.tsx,,Marketing,⚠️ PARTIAL_DB
/apply/intake/page.tsx,,Marketing,⚠️ PARTIAL_DB
/apply/staff/page.tsx,site_settings,Marketing,✅ DB_ONLY
/apply/staff/success/page.tsx,page_views,Marketing,✅ DB_ONLY
/apply/success/page.tsx,,Marketing,⚠️ PARTIAL_DB
/apply/pending-workone/page.tsx,,Marketing,⚠️ PARTIAL_DB
/apply/employer/page.tsx,,Marketing,⚠️ PARTIAL_DB
/apply/employer/success/page.tsx,page_views,Marketing,✅ DB_ONLY
/apply/waitlist/[program]/page.tsx,,Marketing,⚠️ PARTIAL_DB
/apply/track/page.tsx,,Marketing,⚠️ PARTIAL_DB
/apply/inquiry-received/page.tsx,,Marketing,⚠️ PARTIAL_DB
/apply/confirmation/page.tsx,page_views,Marketing,✅ DB_ONLY
/apply/fssa/page.tsx,,Marketing,⚠️ PARTIAL_DB
/apply/fssa/waitlist/page.tsx,,Marketing,⚠️ PARTIAL_DB
/apply/student/page.tsx,,LMS,⚠️ PARTIAL_DB
/platform/page.tsx,,Marketing,⚠️ PARTIAL_DB
/platform/architecture/page.tsx,documentation,Marketing,✅ DB_ONLY
/platform/overview/page.tsx,pricing_plans,Marketing,✅ DB_ONLY
/platform/how-it-works/page.tsx,system_settings,Marketing,✅ DB_ONLY
/platform/workforce-boards/page.tsx,,Marketing,⚠️ PARTIAL_DB
/platform/verification/page.tsx,,Marketing,⚠️ PARTIAL_DB
/platform/licensing/page.tsx,system_settings,Marketing,✅ DB_ONLY
/platform/licensing/request/page.tsx,,Marketing,⚠️ PARTIAL_DB
/platform/[slug]/page.tsx,,Marketing,⚠️ PARTIAL_DB
/platform/student-portal/page.tsx,,Marketing,⚠️ PARTIAL_DB
/platform/student-portal/handbook/page.tsx,handbooks,Marketing,✅ DB_ONLY
/platform/managed/page.tsx,system_settings,Marketing,✅ DB_ONLY
/platform/partners/page.tsx,system_settings,Marketing,✅ DB_ONLY
/platform/standards/page.tsx,,Marketing,⚠️ PARTIAL_DB
/platform/partner-portal/page.tsx,platform_features,Marketing,✅ DB_ONLY
/platform/employer-portal/page.tsx,,Marketing,⚠️ PARTIAL_DB
/platform/sponsors/page.tsx,pricing_plans,Marketing,✅ DB_ONLY
/platform/enterprise/page.tsx,system_settings,Marketing,✅ DB_ONLY
/platform/apps/page.tsx,platform_apps,Marketing,✅ DB_ONLY
/platform/training-providers/page.tsx,,Marketing,⚠️ PARTIAL_DB
/platform/program-holders/page.tsx,pricing_plans,Marketing,✅ DB_ONLY
/platform/providers/page.tsx,,Marketing,⚠️ PARTIAL_DB
/platform/workforce-analytics/page.tsx,workforce_analytics,Marketing,✅ DB_ONLY
/parent-portal/page.tsx,parent_student_links,Marketing,✅ DB_ONLY
/parent-portal/dashboard/page.tsx,parent_student_links;profiles;program_enrollments,Marketing,✅ DB_ONLY
/blog/page.tsx,,Marketing,⚠️ PARTIAL_DB
/blog/[slug]/page.tsx,blog_posts,Marketing,✅ DB_ONLY
/blog/blog/page.tsx,blog_posts,Marketing,✅ DB_ONLY
/blog/blog/[slug]/page.tsx,blog_posts,Marketing,✅ DB_ONLY
/blog/blog/category/[category]/page.tsx,blog_posts,Marketing,✅ DB_ONLY
/blog/blog/author/[author]/page.tsx,blog_posts,Marketing,✅ DB_ONLY
/blog/category/[category]/page.tsx,blog_posts,Marketing,✅ DB_ONLY
/blog/author/[author]/page.tsx,blog_posts,Marketing,✅ DB_ONLY
/compliance/page.tsx,compliance_audits,Marketing,✅ DB_ONLY
/compliance/internship-agreement/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/ojt-training-plan/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/report/page.tsx,compliance_audits,Marketing,✅ DB_ONLY
/compliance/internship-evaluation/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/center/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/apprenticeship-structure/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/workforce-partnership-packet/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/credential-partners/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/competency-verification/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/competency-verification/cosmetology/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/competency-verification/cosmetology/monthly-ojt-evaluation/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/competency-verification/cosmetology/scoring-sheet/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/competency-verification/cosmetology/supervisor-verification/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/competency-verification/cosmetology/ojt-hours-log/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/competency-verification/cosmetology/final-signoff/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/competency-verification/cosmetology/apprenticeship-agreement/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/competency-verification/barber/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/competency-verification/barber/monthly-ojt-evaluation/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/competency-verification/barber/scoring-sheet/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/competency-verification/barber/supervisor-verification/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/competency-verification/barber/ojt-hours-log/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/competency-verification/barber/final-signoff/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/competency-verification/barber/apprenticeship-agreement/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/wioa/page.tsx,programs,Marketing,✅ DB_ONLY
/compliance/wioa/initial-eligibility-aggregate-performance/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/wioa/programs/[slug]/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/wioa/programs/[slug]/initial-eligibility-aggregate-performance/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/wioa/programs/[slug]/section-188-equal-opportunity-checklist/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compliance/wioa/section-188-equal-opportunity-checklist/page.tsx,,Marketing,⚠️ PARTIAL_DB
/security-and-data-protection/page.tsx,,Marketing,⚠️ PARTIAL_DB
/reels/page.tsx,,Marketing,⚠️ PARTIAL_DB
/about/page.tsx,,Marketing,⚠️ PARTIAL_DB
/about/mission/page.tsx,,Marketing,⚠️ PARTIAL_DB
/about/mission/mission/page.tsx,,Marketing,⚠️ PARTIAL_DB
/about/team/page.tsx,,Marketing,⚠️ PARTIAL_DB
/about/team/team/page.tsx,,Marketing,⚠️ PARTIAL_DB
/about/team/team/sharon-douglass/page.tsx,,Marketing,⚠️ PARTIAL_DB
/about/team/team/elizabeth-greene/page.tsx,,Marketing,⚠️ PARTIAL_DB
/about/team/team/delores-reynolds/page.tsx,,Marketing,⚠️ PARTIAL_DB
/about/team/team/jozanna-george/page.tsx,,Marketing,⚠️ PARTIAL_DB
/about/team/team/[slug]/page.tsx,,Marketing,⚠️ PARTIAL_DB
/about/team/team/leslie-wafford/page.tsx,,Marketing,⚠️ PARTIAL_DB
/about/team/team/carlina-wilkes/page.tsx,,Marketing,⚠️ PARTIAL_DB
/about/team/team/carl-brown/page.tsx,,Marketing,⚠️ PARTIAL_DB
/about/team/team/clystjah-woodley/page.tsx,,Marketing,⚠️ PARTIAL_DB
/about/partners/page.tsx,,Marketing,⚠️ PARTIAL_DB
/about/partners/partners/page.tsx,partners,Marketing,✅ DB_ONLY
/esthetician-host-shop/page.tsx,,Marketing,⚠️ PARTIAL_DB
/pathways/page.tsx,,Marketing,⚠️ PARTIAL_DB
/pathways/outcomes/page.tsx,,Marketing,⚠️ PARTIAL_DB
/pathways/pathways/page.tsx,,Marketing,⚠️ PARTIAL_DB
/pathways/pathways/outcomes/page.tsx,programs,Marketing,✅ DB_ONLY
/pathways/pathways/[slug]/page.tsx,pathways,Marketing,✅ DB_ONLY
/pathways/pathways/training-model/page.tsx,,Marketing,⚠️ PARTIAL_DB
/pathways/training-model/page.tsx,,Marketing,⚠️ PARTIAL_DB
/workforce-partners/page.tsx,,Marketing,⚠️ PARTIAL_DB
/tax/[...path]/page.tsx,,Marketing,⚠️ PARTIAL_DB
/legal/page.tsx,,Marketing,⚠️ PARTIAL_DB
/legal/program-host-agreement/page.tsx,,Marketing,⚠️ PARTIAL_DB
/legal/eula/page.tsx,legal_documents,Marketing,✅ DB_ONLY
/legal/privacy/page.tsx,,Marketing,⚠️ PARTIAL_DB
/legal/disclosures/page.tsx,,Marketing,⚠️ PARTIAL_DB
/legal/participation-agreement/page.tsx,,Marketing,⚠️ PARTIAL_DB
/legal/license-agreement/page.tsx,legal_documents,Marketing,✅ DB_ONLY
/legal/mou/page.tsx,legal_documents,Marketing,✅ DB_ONLY
/legal/[slug]/page.tsx,,Marketing,⚠️ PARTIAL_DB
/legal/governance/page.tsx,legal_documents,Marketing,✅ DB_ONLY
/legal/governance/security/page.tsx,legal_documents,Marketing,✅ DB_ONLY
/legal/governance/lms-standards/page.tsx,legal_documents,Marketing,✅ DB_ONLY
/legal/governance/onboarding-ux/page.tsx,legal_documents,Marketing,✅ DB_ONLY
/legal/governance/store-payments/page.tsx,legal_documents,Marketing,✅ DB_ONLY
/legal/governance/compliance/page.tsx,legal_documents,Marketing,✅ DB_ONLY
/legal/governance/platform-overview/page.tsx,legal_documents,Marketing,✅ DB_ONLY
/legal/program-license-agreement/page.tsx,,Marketing,⚠️ PARTIAL_DB
/legal/marketplace-terms/page.tsx,legal_documents,Marketing,✅ DB_ONLY
/legal/acceptable-use/page.tsx,legal_documents,Marketing,✅ DB_ONLY
/legal/data-sharing/page.tsx,,Marketing,⚠️ PARTIAL_DB
/legal/enrollment-agreement/page.tsx,,Marketing,⚠️ PARTIAL_DB
/legal/employer-agreement/page.tsx,,Marketing,⚠️ PARTIAL_DB
/legal/ferpa-consent/page.tsx,,Marketing,⚠️ PARTIAL_DB
/legal/student-handbook/page.tsx,,Marketing,⚠️ PARTIAL_DB
/legal/partner-mou/page.tsx,,Marketing,⚠️ PARTIAL_DB
/legal/creator-agreement/page.tsx,legal_documents,Marketing,✅ DB_ONLY
/partner/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partner/[...path]/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partner/dashboard/page.tsx,barbershop_partner_applications;partner_users;profiles,Marketing,✅ DB_ONLY
/pricing/page.tsx,curriculum_licenses;programs;store_products,Marketing,✅ DB_ONLY
/pricing/sponsor-licensing/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partners/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partners/create-program/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partners/training-sites/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partners/jri/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partners/barber-host-shop/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partners/barber-host-shop/apply/page.tsx,programs,Marketing,✅ DB_ONLY
/partners/nail-host-shop/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partners/esthetician-apprenticeship/apply/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partners/nrf/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partners/hsi/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partners/cosmetology-host-shop/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partners/cosmetology-host-shop/apply/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partners/join/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partners/training-provider/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partners/reentry/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partners/dashboard/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partners/apply/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partners/barbershop-apprenticeship/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partners/esthetician-host-shop/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partners/referral/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partners/host-shops/page.tsx,,Marketing,⚠️ PARTIAL_DB
/partners/workforce/page.tsx,case_manager_assignments;placement_records;profiles;program_enrollments;programs,Marketing,✅ DB_ONLY
/partners/nail-technician-apprenticeship/apply/page.tsx,,Marketing,⚠️ PARTIAL_DB
/verify-email/page.tsx,,Marketing,⚠️ PARTIAL_DB
/refund-policy/page.tsx,legal_documents,Marketing,✅ DB_ONLY
/next-steps/page.tsx,,Marketing,⚠️ PARTIAL_DB
/transparency/page.tsx,,Marketing,⚠️ PARTIAL_DB
/settings/page.tsx,,Marketing,⚠️ PARTIAL_DB
/beauty-checkout/page.tsx,,Marketing,⚠️ PARTIAL_DB
/tuition-fees/page.tsx,programs,Marketing,✅ DB_ONLY
/documents/page.tsx,documents;employer_documents;enrollment_documents,Marketing,✅ DB_ONLY
/documents/upload/page.tsx,,Marketing,⚠️ PARTIAL_DB
/terms-of-service/page.tsx,,Marketing,⚠️ PARTIAL_DB
/instructional-framework/page.tsx,,Marketing,⚠️ PARTIAL_DB
/update-password/page.tsx,profiles,Marketing,✅ DB_ONLY
/ai-tutor/page.tsx,,Marketing,⚠️ PARTIAL_DB
/equal-opportunity/page.tsx,,Marketing,⚠️ PARTIAL_DB
/ferpa/page.tsx,applications;profiles;program_enrollments,Marketing,✅ DB_ONLY
/account/page.tsx,profiles,Marketing,✅ DB_ONLY
/account/licenses/page.tsx,user_licenses,Marketing,✅ DB_ONLY
/account/profile/page.tsx,users,Marketing,✅ DB_ONLY
/account/billing/page.tsx,profiles,Marketing,✅ DB_ONLY
/account/plan/page.tsx,,Marketing,⚠️ PARTIAL_DB
/account/settings/page.tsx,,Marketing,⚠️ PARTIAL_DB
/account/settings/security/page.tsx,,Marketing,⚠️ PARTIAL_DB
/account/settings/notifications/page.tsx,profiles,Marketing,✅ DB_ONLY
/account/addons/page.tsx,saas_addon_catalog,Marketing,✅ DB_ONLY
/account/payment-methods/page.tsx,,Marketing,⚠️ PARTIAL_DB
/account/invoices/page.tsx,,Marketing,⚠️ PARTIAL_DB
/writing-center/page.tsx,,Marketing,⚠️ PARTIAL_DB
/dmca/page.tsx,,Marketing,⚠️ PARTIAL_DB
/founder/page.tsx,,Marketing,⚠️ PARTIAL_DB
/industries/page.tsx,,Marketing,⚠️ PARTIAL_DB
/reset-password/page.tsx,,Marketing,⚠️ PARTIAL_DB
/banking/page.tsx,,Marketing,⚠️ PARTIAL_DB
/banking/direct-deposit/page.tsx,,Marketing,⚠️ PARTIAL_DB
/banking/prepaid-card/page.tsx,,Marketing,⚠️ PARTIAL_DB
/contact/page.tsx,,Marketing,⚠️ PARTIAL_DB
/contact/contact/page.tsx,,Marketing,⚠️ PARTIAL_DB
/site-map/page.tsx,,Marketing,⚠️ PARTIAL_DB
/site-map/site-map/page.tsx,,Marketing,⚠️ PARTIAL_DB
/certificates/page.tsx,,Marketing,⚠️ PARTIAL_DB
/certificates/verify/[certificateId]/page.tsx,module_certificates;program_completion_certificates,Marketing,✅ DB_ONLY
/certificates/[certificateId]/page.tsx,certificates,Marketing,✅ DB_ONLY
/accreditation/page.tsx,,Marketing,⚠️ PARTIAL_DB
/accreditation/accreditation/page.tsx,,Marketing,⚠️ PARTIAL_DB
/check-eligibility/page.tsx,,Marketing,⚠️ PARTIAL_DB
/check-eligibility/check-eligibility/page.tsx,,Marketing,⚠️ PARTIAL_DB
/analytics/page.tsx,profiles;program_completion_certificates;program_enrollments;programs,Marketing,✅ DB_ONLY
/microclasses/page.tsx,,Marketing,⚠️ PARTIAL_DB
/wioa-eligibility/page.tsx,,Marketing,⚠️ PARTIAL_DB
/wioa-eligibility/veterans/page.tsx,,Marketing,⚠️ PARTIAL_DB
/wioa-eligibility/low-income/page.tsx,,Marketing,⚠️ PARTIAL_DB
/wioa-eligibility/public-assistance/page.tsx,,Marketing,⚠️ PARTIAL_DB
/learning/page.tsx,,Marketing,⚠️ PARTIAL_DB
/ai-chat/page.tsx,,Marketing,⚠️ PARTIAL_DB
/ai-chat/ai-chat/page.tsx,,Marketing,⚠️ PARTIAL_DB
/testing/page.tsx,,Marketing,⚠️ PARTIAL_DB
/testing/for-employers/page.tsx,,Marketing,⚠️ PARTIAL_DB
/testing/[provider]/page.tsx,testing_providers,Marketing,✅ DB_ONLY
/testing/policies/page.tsx,,Marketing,⚠️ PARTIAL_DB
/testing/book/page.tsx,,Marketing,⚠️ PARTIAL_DB
/testing/accommodations/page.tsx,,Marketing,⚠️ PARTIAL_DB
/events/page.tsx,,Marketing,⚠️ PARTIAL_DB
/compare/page.tsx,,Marketing,⚠️ PARTIAL_DB
/workforce/dashboard/page.tsx,case_manager_assignments;placement_records;profiles;program_enrollments;programs,Marketing,✅ DB_ONLY
/workforce/participants/page.tsx,profiles,Marketing,✅ DB_ONLY
/scholarships/page.tsx,,Marketing,⚠️ PARTIAL_DB
/search/page.tsx,,Marketing,⚠️ PARTIAL_DB
/accept-invite/page.tsx,,Marketing,⚠️ PARTIAL_DB
