Repository Page,Component,Hook,API,Server Action,Database Table,Storage,Edge Function,AI,Build,Production URL,Status
/programs/cosmetology-apprenticeship/payment/bnpl,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/cosmetology-apprenticeship/payment-setup,,cosmetology/activate-subscription,cosmetology/setup-intent,,,,,,,Marketing,,⚠️ API_ONLY
/programs/cosmetology-apprenticeship/payment-setup/confirm,,cosmetology/activate-subscription,,,,,,,Marketing,,⚠️ API_ONLY
/programs/cosmetology-apprenticeship/orientation,cosmetology_subscriptions,orientation_completions,profiles,program_enrollments,,,,cosmetology_subscriptions,orientation_completions,profiles,program_enrollments,,,,Marketing,,✅ DB_ONLY
/programs/cosmetology-apprenticeship/apply,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/cosmetology-apprenticeship/apply/apprentice,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/cosmetology-apprenticeship/apply/success,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/cosmetology-apprenticeship/host-shops,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/cosmetology-apprenticeship/eligibility,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/cdl-training/enrollment-success,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/cdl-training/waitlist,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/hvac-technician/study-guide,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/hvac-technician/apply,,affirm/checkout,applications,enroll/payment,sezzle/checkout,,,,,,,Marketing,,⚠️ API_ONLY
/programs/hvac-technician/apply/success,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/hvac-technician/curriculum,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/hvac-technician/course,lesson_progress,lms_lessons,,,,lesson_progress,lms_lessons,,,,Marketing,,✅ DB_ONLY
/programs/[program],programs,,,,programs,,,,Marketing,,✅ DB_ONLY
/programs/[program]/confirm,,stripe/verify-session?session_id=${sessionId}`)
      .then(r => r.json())
      .then(d => setStatus(d.paid ? ,,,,,,,Marketing,,⚠️ API_ONLY
/programs/[program]/enrollment-success,program_enrollments,,,,program_enrollments,,,,Marketing,,✅ DB_ONLY
/programs/[program]/courses,lms_courses,programs,,,,lms_courses,programs,,,,Marketing,,✅ DB_ONLY
/programs/[program]/training,program_courses,program_enrollments,program_external_completions,program_external_courses,programs,,,,program_courses,program_enrollments,program_external_completions,program_external_courses,programs,,,,Marketing,,✅ DB_ONLY
/programs/[program]/discussions,forum_posts,forum_threads,profiles,program_discussions,program_enrollments,programs,,,,forum_posts,forum_threads,profiles,program_discussions,program_enrollments,programs,,,,Marketing,,✅ DB_ONLY
/programs/[program]/discussions/[threadId],program_discussion_replies,program_discussions,program_enrollments,programs,discussions/like,discussions/reply,,,program_discussion_replies,program_discussions,program_enrollments,programs,,,,Marketing,,✅ ACTIVE
/programs/[program]/payment-setup,,stripe/create-payment-intent,,,,,,,Marketing,,⚠️ API_ONLY
/programs/[program]/request-info,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/[program]/orientation,,enrollment/complete-orientation,,,,,,,Marketing,,⚠️ API_ONLY
/programs/[program]/apply,,applications,,,,,,,Marketing,,⚠️ API_ONLY
/programs/[program]/apply/success,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/[program]/documents,program_enrollments,enrollment/submit-documents,enrollment/upload-document,,,program_enrollments,,,,Marketing,,✅ ACTIVE
/programs/[program]/eligibility,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/beauty,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/esthetician-apprenticeship/enrollment-success,program_enrollments,,,,program_enrollments,,,,Marketing,,✅ DB_ONLY
/programs/esthetician-apprenticeship/orientation,,enrollment/complete-orientation,,,,,,,Marketing,,⚠️ API_ONLY
/programs/esthetician-apprenticeship/apply,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/esthetician-apprenticeship/documents,enrollments,enrollment/submit-documents,enrollment/upload-document,,,enrollments,,,,Marketing,,✅ ACTIVE
/programs/esthetician-apprenticeship/host-shops,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/esthetician-apprenticeship/eligibility,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/barber-apprenticeship/confirm,,programs/barber-apprenticeship/confirm,,,,,,,Marketing,,⚠️ API_ONLY
/programs/barber-apprenticeship/enrollment-success,program_enrollments,,,,program_enrollments,,,,Marketing,,✅ DB_ONLY
/programs/barber-apprenticeship/payment/bnpl,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/barber-apprenticeship/payment-setup,,barber/activate-subscription,barber/setup-intent,,,,,,,Marketing,,⚠️ API_ONLY
/programs/barber-apprenticeship/payment-setup/confirm,,barber/activate-subscription,,,,,,,Marketing,,⚠️ API_ONLY
/programs/barber-apprenticeship/orientation,barber_subscriptions,,,,barber_subscriptions,,,,Marketing,,✅ DB_ONLY
/programs/barber-apprenticeship/apply,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/barber-apprenticeship/apply/apprentice,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/barber-apprenticeship/apply/success,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/barber-apprenticeship/documents,program_enrollments,enrollment/submit-documents,enrollment/upload-document,,,program_enrollments,,,,Marketing,,✅ ACTIVE
/programs/barber-apprenticeship/host-shops,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/barber-apprenticeship/host-shops/apply,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/barber-apprenticeship/eligibility,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/healthcare,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/healthcare/[slug],,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/qma/apply,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/qma/apply/success,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/business,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/cpr-first-aid/payment/bnpl,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/catalog,partner_courses,,,,partner_courses,,,,Marketing,,✅ DB_ONLY
/programs/medical-assistant/enroll,,affirm/checkout,enroll/cna,sezzle/checkout,,,,,,,Marketing,,⚠️ API_ONLY
/programs/cna/enroll,,enroll/cna,payments/create-session,,,,,,,Marketing,,⚠️ API_ONLY
/programs/cna/apply/success,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/nail-technician-apprenticeship/apply,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/programs/nail-technician-apprenticeship/host-shops,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/education,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/payment,payment_options,,,,payment_options,,,,Marketing,,✅ DB_ONLY
/payment/affirm/confirm,,affirm/transactions,,,,,,,Marketing,,⚠️ API_ONLY
/payment/affirm/cancel,page_views,,,,page_views,,,,Marketing,,✅ DB_ONLY
/payment/cancel,page_views,,,,page_views,,,,Marketing,,✅ DB_ONLY
/sign/[documentId],signature_documents,signatures,signature/documents/${documentId}/sign`, {
      method: ,,,signature_documents,signatures,,,,Marketing,,✅ ACTIVE
/barber-and-beauty-apprenticeships,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/notifications,notifications,,,,notifications,,,,Marketing,,✅ DB_ONLY
/healthcare,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/c/[token],audit_logs,credential_share_links,credentials,,,,audit_logs,credential_share_links,credentials,,,,Marketing,,✅ DB_ONLY
/auth/admin/reset-password,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/auth/set-password,profiles,,,,profiles,,,,Marketing,,✅ DB_ONLY
/auth/reset-password,profiles,,,,profiles,,,,Marketing,,✅ DB_ONLY
/cna-waitlist,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/cna-waitlist/cna-waitlist,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/email,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/skilled-trades-training-indiana,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/license-suspended,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/career-counseling,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/docs,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/docs/program-holder-guide,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/docs/api,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/docs/quickstart,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/preview/barber-studio,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/preview/barber-videos,course_lessons,,,,course_lessons,,,,Marketing,,✅ DB_ONLY
/install-app,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/funding,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/funding/confirm,profiles,,,,profiles,,,,Marketing,,✅ DB_ONLY
/funding/jri,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/funding/job-ready-indy,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/funding/grant-programs,programs,,,,programs,,,,Marketing,,✅ DB_ONLY
/funding/dol,funding_sources,,,,funding_sources,,,,Marketing,,✅ DB_ONLY
/funding/how-it-works,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/funding/wrg,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/funding/federal-programs,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/funding/wioa,funding_options,,,,funding_options,,,,Marketing,,✅ DB_ONLY
/funding/state-programs,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/admin-login,,,,,,,,,Admin,,⚠️ PARTIAL_DB
/store,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/practice-tests,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/courses,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/courses/hvac-technician-course-license,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/digital,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/licenses,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/licenses/trial-success,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/licenses/pro-license,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/licenses/pro-license/trial,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/licenses/starter-license,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/licenses/starter-license/trial,,trial/start-managed,,,,,,,Marketing,,⚠️ API_ONLY
/store/licenses/checkout/[slug],,store/products/${encodeURIComponent(slug)}`)
      .then(res => {
        if (!res.ok) throw new Error(,,,,,,,Marketing,,⚠️ API_ONLY
/store/licenses/success,,licenses/checkout?session_id=${sessionId}`);
          if (res.ok) {
            const data = await res.json();
            setTenantData(data);
          }
        } catch (e) {
          logger.error(,,,,,,,Marketing,,⚠️ API_ONLY
/store/licenses/managed-platform,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/licenses/source-use,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/licenses/enterprise-license,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/licenses/enterprise-license/trial,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/licenses/school-license,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/checkout,cart_items,profiles,,,,cart_items,profiles,,,,Marketing,,✅ DB_ONLY
/store/checkout/success,,store/checkout/verify?session_id=${sessionId}`)
      .then(res => res.json())
      .then(data => {
        if (data.error) {
          // Fallback if session can,,,,,,,Marketing,,⚠️ API_ONLY
/store/checkout/[slug],,store/create-payment-intent,,,,,,,Marketing,,⚠️ API_ONLY
/store/checkout/cancel,products,,,,products,,,,Marketing,,✅ DB_ONLY
/store/success,order_items,orders,purchases,,,,order_items,orders,purchases,,,,Marketing,,✅ DB_ONLY
/store/sam-gov-assistant,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/trial,,trial/begin-onboarding,trial/start-managed,,,,,,,Marketing,,⚠️ API_ONLY
/store/trial/convert,,trials/convert?trialId=${trialId}`)
        .then((res) => res.json())
        .then((data) => {
          if (data.trials?.length > 0) {
            setTrial(data.trials[0]);
          }
        })
        .catch(console.error)
        .finally(() => setLoading(false));
    } else {
      setLoading(false);
    }
  }, []);

  const handleConvert = async () => {
    if (!trial) return;
    
    setConverting(true);
    setError(null);

    try {
      const res = await fetch(,,,,,,,Marketing,,⚠️ API_ONLY
/store/licensing,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/licensing/checkout/[slug],,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/cart,cart_items,,,,cart_items,,,,Marketing,,✅ DB_ONLY
/store/deployment,deployment_options,,,,deployment_options,,,,Marketing,,✅ DB_ONLY
/store/demos,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/guides,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/guides/capital-readiness,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/guides/capital-readiness/slides,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/guides/capital-readiness/enterprise,products,,,,products,,,,Marketing,,✅ DB_ONLY
/store/guides/licensing,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/dev-studio,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/subscriptions,store_subscription_pricing,store_subscriptions,store/customer-portal,store/subscribe,,,store_subscription_pricing,store_subscriptions,,,,Marketing,,✅ ACTIVE
/store/demo,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/demo/instructor,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/demo/admin,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/demo/employer,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/demo/institutional,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/demo/enterprise,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/demo/student,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/beauty-programs,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/ai-team,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/integrations,integrations,,,,integrations,,,,Marketing,,✅ DB_ONLY
/store/compliance,documents,,,,documents,,,,Marketing,,✅ DB_ONLY
/store/compliance/wcag,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/compliance/ferpa,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/compliance/wioa,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/compliance/grant-reporting,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/course-builder,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/add-ons,products,,,,products,,,,Marketing,,✅ DB_ONLY
/store/add-ons/agency-template-autofill,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/add-ons/community-hub,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/add-ons/community-hub/checkout,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/add-ons/workforce-grant-operations-hub,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/add-ons/proposal-writing-assistant,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/add-ons/grant-contract-suite,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/add-ons/analytics-pro,products,,,,products,,,,Marketing,,✅ DB_ONLY
/store/add-ons/analytics-pro/checkout,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/add-ons/compliance-automation,products,,,,products,,,,Marketing,,✅ DB_ONLY
/store/add-ons/compliance-automation/checkout,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/add-ons/compliance-signature-automation,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/ai-studio,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/testing,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/apps,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/apps/sam-gov,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/apps/grants,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/apps/website-builder,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/plans,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/workflow-studio,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/store/white-label,,provisioning/tenant?subdomain=${subdomain}`);
      const data = await res.json();
      setAvailable(data.available);
    } catch {
      setAvailable(null);
    }
    setChecking(false);
  };

  return (
    <div className=,,,,,,,Marketing,,⚠️ API_ONLY
/accessibility,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/accessibility/accessibility,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/for-partners,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/workone-partner-packet,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/orientation,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/orientation/schedule,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/orientation/competency-test,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/(partner)/partners/admin/placements,apprentice_placements,,,,apprentice_placements,,,,Marketing,,✅ DB_ONLY
/(partner)/partners/admin/shops,shops,,,,shops,,,,Marketing,,✅ DB_ONLY
/contracts,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/contracts/branding-addendum,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/contracts/workforce-mou,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/contracts/data-sharing,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/contracts/master-license,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/contracts/employer-agreement,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/enrollment,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/enrollment/orientation,program_enrollments,enrollment/orientation/complete,,,program_enrollments,,,,Marketing,,✅ ACTIVE
/enrollment/documents,program_enrollments,documents/upload,enrollment/documents/complete,,,program_enrollments,,,,Marketing,,✅ ACTIVE
/enrollment/confirmed,program_enrollments,,,,program_enrollments,,,,Marketing,,✅ DB_ONLY
/launch,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/wioa-participant,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/federal-compliance,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/trust,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/certiport-exam,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/certiport-exam/certiport-exam,certiport_exam_requests,program_enrollments,certiport-exam/request,,,certiport_exam_requests,program_enrollments,,,,Marketing,,✅ ACTIVE
/demo,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/dashboard,profiles,,,,profiles,,,,Marketing,,✅ DB_ONLY
/employer,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/employer/[...path],,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/employer/placements,job_placements,profiles,,,,job_placements,profiles,,,,Marketing,,✅ DB_ONLY
/employer/register,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/employer/jobs,job_postings,profiles,,,,job_postings,profiles,,,,Marketing,,✅ DB_ONLY
/employer/shop/create,shop_staff,,,,shop_staff,,,,Marketing,,✅ DB_ONLY
/employer/hours,hour_entries,,,,hour_entries,,,,Marketing,,✅ DB_ONLY
/employer/apprenticeships,apprenticeship_enrollments,apprenticeships,,,,apprenticeship_enrollments,apprenticeships,,,,Marketing,,✅ DB_ONLY
/employer/reports,applications,job_placements,jobs,,,,applications,job_placements,jobs,,,,Marketing,,✅ DB_ONLY
/employer/reports/submit,applications,job_placements,,,,applications,job_placements,,,,Marketing,,✅ DB_ONLY
/employer/verification,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/employer/programs/[id],programs,,,,programs,,,,Marketing,,✅ DB_ONLY
/employer/dashboard,apprenticeships,job_applications,job_postings,profiles,,,,apprenticeships,job_applications,job_postings,profiles,,,,Marketing,,✅ DB_ONLY
/employer/compliance,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/employer/post-job,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/employer/settings,employers,profiles,,,,employers,profiles,,,,Marketing,,✅ DB_ONLY
/employer/documents,document_requirements,documents,,,,document_requirements,documents,,,,Marketing,,✅ DB_ONLY
/employer/documents/upload,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/employer/candidates,profiles,program_enrollments,,,,profiles,program_enrollments,,,,Marketing,,✅ DB_ONLY
/employer/apprentices,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/employer/analytics,job_applications,job_postings,,,,job_applications,job_postings,,,,Marketing,,✅ DB_ONLY
/employer/company,apprenticeships,employers,job_applications,job_postings,profiles,,,,apprenticeships,employers,job_applications,job_postings,profiles,,,,Marketing,,✅ DB_ONLY
/employer/postings,job_postings,,,,job_postings,,,,Marketing,,✅ DB_ONLY
/employer/postings/[id],job_applications,job_postings,,,,job_applications,job_postings,,,,Marketing,,✅ DB_ONLY
/employer/postings/[id]/edit,job_postings,,,,job_postings,,,,Marketing,,✅ DB_ONLY
/employer/applications,job_applications,job_postings,,,,job_applications,job_postings,,,,Marketing,,✅ DB_ONLY
/employer/opportunities,job_opportunities,,,,job_opportunities,,,,Marketing,,✅ DB_ONLY
/employer/wotc,job_applications,job_postings,,,,job_applications,job_postings,,,,Marketing,,✅ DB_ONLY
/portal/plumbing,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/portal/esthetician,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/portal/cosmetology,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/portal/nail-technician,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/portal/electrical,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/portal/culinary,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/portal/[portalKey],lesson_progress,profiles,program_completion_certificates,program_enrollments,,,,lesson_progress,profiles,program_completion_certificates,program_enrollments,,,,Marketing,,✅ DB_ONLY
/portal/barber,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/success-stories,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/success-stories/success-stories,program_completion_certificates,program_enrollments,,,,program_completion_certificates,program_enrollments,,,,Marketing,,✅ DB_ONLY
/careers,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/careers/jobs,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/careers/careers,job_postings,programs,,,,job_postings,programs,,,,Marketing,,✅ DB_ONLY
/careers/careers/[id],job_applications,documents/upload,hr/emails,,,job_applications,,,,Marketing,,✅ ACTIVE
/careers/careers/assessment,,careers/assessment,,,,,,,Marketing,,⚠️ API_ONLY
/careers/assessment,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/case-manager,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/case-manager/[...path],,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/case-manager/placements,placement_records,,,,placement_records,,,,Marketing,,✅ DB_ONLY
/case-manager/hours,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/case-manager/reports/wioa,applications,case_manager_assignments,placement_records,profiles,wioa_participant_records,wioa_participants,,,,applications,case_manager_assignments,placement_records,profiles,wioa_participant_records,wioa_participants,,,,Marketing,,✅ DB_ONLY
/case-manager/dashboard,case_manager_assignments,learner_credentials,placement_records,profiles,program_enrollments,,,,case_manager_assignments,learner_credentials,placement_records,profiles,program_enrollments,,,,Marketing,,✅ DB_ONLY
/case-manager/candidates,profiles,program_enrollments,,,,profiles,program_enrollments,,,,Marketing,,✅ DB_ONLY
/case-manager/analytics,job_applications,job_postings,,,,job_applications,job_postings,,,,Marketing,,✅ DB_ONLY
/case-manager/applications,job_applications,job_postings,,,,job_applications,job_postings,,,,Marketing,,✅ DB_ONLY
/case-manager/participants,applications,case_manager_assignments,profiles,program_enrollments,,,,applications,case_manager_assignments,profiles,program_enrollments,,,,Marketing,,✅ DB_ONLY
/case-manager/participants/[id],applications,case_manager_assignments,credentials,placement_records,profiles,program_enrollments,wioa_participants,,,,applications,case_manager_assignments,credentials,placement_records,profiles,program_enrollments,wioa_participants,,,,Marketing,,✅ DB_ONLY
/philanthropy,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/apply,programs,,,,programs,,,,Marketing,,✅ DB_ONLY
/apply/status,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/apply/program-holder,site_settings,,,,site_settings,,,,Marketing,,✅ DB_ONLY
/apply/program-holder/confirmation,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/apply/intake,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/apply/staff,site_settings,,,,site_settings,,,,Marketing,,✅ DB_ONLY
/apply/staff/success,page_views,,,,page_views,,,,Marketing,,✅ DB_ONLY
/apply/success,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/apply/pending-workone,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/apply/employer,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/apply/employer/success,page_views,,,,page_views,,,,Marketing,,✅ DB_ONLY
/apply/waitlist/[program],,waitlist,,,,,,,Marketing,,⚠️ API_ONLY
/apply/track,,applications/track?${params.toString()}`);

      if (!response.ok) {
        if (response.status === 404) {
          throw new Error(,,,,,,,Marketing,,⚠️ API_ONLY
/apply/inquiry-received,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/apply/confirmation,page_views,,,,page_views,,,,Marketing,,✅ DB_ONLY
/apply/fssa,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/apply/fssa/waitlist,,waitlist,,,,,,,Marketing,,⚠️ API_ONLY
/apply/student,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/platform,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/platform/architecture,documentation,,,,documentation,,,,Marketing,,✅ DB_ONLY
/platform/overview,pricing_plans,,,,pricing_plans,,,,Marketing,,✅ DB_ONLY
/platform/how-it-works,system_settings,,,,system_settings,,,,Marketing,,✅ DB_ONLY
/platform/workforce-boards,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/platform/verification,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/platform/licensing,system_settings,,,,system_settings,,,,Marketing,,✅ DB_ONLY
/platform/licensing/request,,licensing/request,,,,,,,Marketing,,⚠️ API_ONLY
/platform/[slug],,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/platform/student-portal,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/platform/student-portal/handbook,handbooks,,,,handbooks,,,,Marketing,,✅ DB_ONLY
/platform/managed,system_settings,,,,system_settings,,,,Marketing,,✅ DB_ONLY
/platform/partners,system_settings,,,,system_settings,,,,Marketing,,✅ DB_ONLY
/platform/standards,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/platform/partner-portal,platform_features,,,,platform_features,,,,Marketing,,✅ DB_ONLY
/platform/employer-portal,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/platform/sponsors,pricing_plans,,,,pricing_plans,,,,Marketing,,✅ DB_ONLY
/platform/enterprise,system_settings,,,,system_settings,,,,Marketing,,✅ DB_ONLY
/platform/apps,platform_apps,,,,platform_apps,,,,Marketing,,✅ DB_ONLY
/platform/training-providers,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
/platform/program-holders,pricing_plans,,,,pricing_plans,,,,Marketing,,✅ DB_ONLY
/platform/providers,,,,,,,,,Marketing,,⚠️ PARTIAL_DB
